"Topic_No","Topic_Name","% of Corpus","SRPV_Share","sumSRPV","Date","Market","Matched_50_Top_10","Matched_60_Top_3","Matched_60_Top_5","Top_20_Words"
0,"['woman', 'men', 'shoe']",2.1,2.3,394837,2018-11-15,"en-GB",0.203838461,0.315979403,0.176671348,"woman | men | shoe | dress | clothing | shop | boot | style | jacket | range | fashion | size | online | coat | debenhams | collection | discover | bag | shirt | wide"
18,"['facebook', 'people', 'connect']",1.4,1.9,346966,2018-11-22,"en-GB",0.464676461394186,0.528290090653329,0.486349901010732,"facebook | people | connect | power | know | join | named | share | view | friend | family | tweet | instagram | log | profile | post | make | follower | video | latest"
19,"['image', 'stock', 'photo']",1.3,1,173832,2018-11-22,"en-GB",0.295262690214373,0.470690325447073,0.331445073864268,"image | photo | stock | vector | million | affordable | picture | royalty | royaltyfree | illustration | collection | cartoon | shutterstock | instagram | commercial | thousand | search | attribution | high | art"
20,"['train', 'ticket', 'bus']",0.6,0.6,103322,2018-11-22,"en-GB",0.389312008123889,0.679963188626555,0.489242193450114,"train | ticket | station | trainline | cheap | live | rail | europe | retailer | independent | travel | leading | railway | journey | fare | cheapest | information | departure | cost | way"
21,"['time', 'table', 'zone']",1,0.9,158068,2018-11-22,"en-GB",0.062944860525191,0.147707632552175,0.0429853741939081,"time | table | zone | opening | clock | hour | current | sunrise | date | sunset | minute | dst | cinema | gmt | sunday | multiplication | daylight | difference | long | period"
22,"['hotel', 'book', 'stay']",1.1,1.2,215311,2018-11-22,"en-GB",0.450315058799744,0.684671631229572,0.551723556963305,"hotel | book | review | tripadvisor | stay | room | candid | great | inn | deal | traveller | spa | photo | availability | luxury | accommodation | break | rate | read | star"
23,"['crossword', 'clue', 'answer']",0.4,0.4,71993,2018-11-22,"en-GB",0.553380856236351,0.772137294490914,0.73319873089126,"crossword | clue | answer | puzzle | solver | anagram | synonym | definition | solution | daily | possible | question | seen | mirror | able | spotted | quiz | crosswordnexuscom | letter | related"
24,"['music', 'song', 'lyric']",2.3,2.2,406751,2018-11-22,"en-GB",0.142314449878912,0.466712569447742,0.341983633284265,"music | song | lyric | album | video | youtube | love | artist | listen | amazon | stream | official | original | track | band | play | piano | rock | guitar | dance"
25,"['baby', 'toy', 'girl']",1.2,0.9,171404,2018-11-22,"en-GB",0.0242785019968352,0.181282495667244,0.125913646296436,"baby | toy | girl | kid | boy | little | fun | doll | old | smyths | lego | clothes | toddler | teen | age | animal | love | meaning | cute | disney"
26,"['tax', 'income', 'pay']",0.9,0.7,132739,2018-11-22,"en-GB",0.0947050952573116,0.39816919057834,0.244015886838137,"tax | income | pay | hmrc | rate | allowance | pension | benefit | vehicle | payment | calculator | credit | vat | salary | claim | year | employee | employer | personal | band"
27,"['rate', 'currency', 'exchange']",0.7,0.5,97968,2018-11-22,"en-GB",0.307737870873943,0.400113079532605,0.375208658661354,"rate | exchange | pound | currency | gbp | dollar | convert | british | euro | usd | sterling | eur | converter | conversion | foreign | chart | calculator | live | money | stone"
28,"['london', 'street', 'east']",1.2,0.9,166623,2018-11-22,"en-GB",0.0312097669256382,0.266163522012579,0.15291157972623,"london | street | city | kingdom | united | east | station | england | road | west | south | bridge | central | restaurant | borough | greater | king | underground | theatre | tower"
29,"['account', 'password', 'login']",1.1,1.7,308397,2018-11-22,"en-GB",0.22564741205773,0.522757514756559,0.333054693097683,"password | account | login | sign | log | username | access | user | enter | click | forgotten | forgot | reset | register | site | online | portal | page | use | manage"
30,"['university', 'student', 'course']",1.2,1.1,207853,2018-11-22,"en-GB",0.0720850387562032,0.456483605451356,0.212416977765784,"university | student | college | research | study | degree | library | campus | course | staff | ranking | education | fee | academic | undergraduate | accommodation | science | oxford | postgraduate | cambridge"
31,"['card', 'credit', 'payment']",0.9,1,185674,2018-11-22,"en-GB",0.0299089978167204,0.281604420658075,0.100759317580231,"card | credit | payment | debit | greeting | balance | sim | money | pay | birthday | graphic | reward | account | online | transfer | apply | purchase | memory | visa | travel"
32,"['woman', 'men', 'shoe']",1.8,2.1,379874,2018-11-22,"en-GB",0.259808334833844,0.37904887661805,0.216763699657884,"woman | men | jacket | clothing | dress | coat | shop | fashion | style | range | shirt | discover | debenhams | online | size | collection | asos | lady | latest | designer"
33,"['window', 'microsoft', 'update']",1.5,1.7,311707,2018-11-22,"en-GB",0.0660284880976873,0.380801394149895,0.148830342123416,"window | computer | microsoft | driver | update | app | laptop | install | software | version | screen | desktop | setting | bit | device | server | click | printer | program | apps"
34,"['council', 'planning', 'housing']",0.9,0.6,108391,2018-11-22,"en-GB",0.0584029359655783,0.240339998312663,0.164747321353244,"council | planning | housing | local | county | application | borough | city | district | postcode | area | information | authority | town | england | east | parish | north | benefit | plan"
35,"['flight', 'airport', 'airline']",0.7,0.8,146347,2018-11-22,"en-GB",0.218800845090944,0.521212268389228,0.414944510551495,"flight | airport | cheap | airline | book | compare | airway | departure | status | manchester | price | arrival | air | heathrow | travel | destination | ryanair | fly | cheapest | deal"
36,"['care', 'home', 'nursing']",1,0.7,121804,2018-11-22,"en-GB",0.127680382497827,0.371685743262822,0.221059113300493,"care | home | nursing | social | residential | carehomecouk | dementia | support | visit | leading | housing | inspection | dental | adult | quality | people | market | patient | healthcare | lodge"
37,"['file', 'open', 'pdf']",1.1,1.2,211019,2018-11-22,"en-GB",0.0823670396813341,0.340911776123686,0.150708052728408,"file | open | pdf | folder | format | document | program | click | convert | text | extension | excel | drive | select | computer | software | want | word | page | adobe"
38,"['holiday', 'cottage', 'book']",0.9,1.1,203086,2018-11-22,"en-GB",0.0144644888672192,0.177413456850317,0.104054932553226,"holiday | calendar | cottage | book | date | travel | term | break | cruise | beach | destination | inclusive | discover | family | package | resort | deposit | accommodation | island | summer"
39,"['health', 'mental', 'safety']",1.2,0.8,141238,2018-11-22,"en-GB",0.0640710142380032,0.368034804007734,0.0994902443311654,"health | mental | safety | social | wellbeing | care | people | work | public | risk | assessment | problem | healthcare | medical | information | practice | support | illness | physical | patient"
40,"['dog', 'pet', 'puppy']",0.9,0.8,136031,2018-11-22,"en-GB",0.065997774697925,0.346776240020301,0.212438267387612,"dog | pet | puppy | cat | animal | breed | rescue | rehome | rehoming | kennel | food | sell | petshomes | vet | terrier | grooming | owner | bed | advertise | forever"
41,"['movie', 'watch', 'online']",1.5,1.6,292045,2018-11-22,"en-GB",0.0970516268139642,0.460062504542481,0.337815248201177,"movie | watch | online | film | episode | series | season | cinema | channel | streaming | putlocker | stream | trailer | netflix | subtitle | star | quality | dvd | registration | queue"
42,"['google', 'map', 'chrome']",0.7,3.3,604168,2018-11-22,"en-GB",0.0904276780310672,0.296777284647972,0.176316320355053,"google | map | chrome | search | web | browser | webpage | gmail | world | android | image | app | apps | feature | help | exactly | view | special | play | account"
43,"['delivery', 'store', 'buy']",2.5,3.2,583842,2018-11-22,"en-GB",0.515669515669516,0.602463886383484,0.588347721513551,"delivery | buy | store | online | order | range | product | amazon | price | shop | shopping | book | low | eligible | selection | today | everyday | collect | great | door"
44,"['food', 'restaurant', 'review']",2.6,1.7,307325,2018-11-22,"en-GB",0.171443522781113,0.40108619555763,0.323560401948929,"food | restaurant | review | menu | tripadvisor | bar | recipe | pub | rated | dining | unbiased | table | drink | takeaway | ranked | eat | pizza | chicken | cuisine | dish"
45,"['best', 'review', 'price']",1.1,0.9,158307,2018-11-22,"en-GB",0.049636463008662,0.343861276271551,0.140827108762981,"best | review | price | compare | list | deal | place | guide | offer | laptop | looking | read | quote | money | right | cheap | pick | market | gifs | cheapest"
46,"['football', 'sport', 'league']",1.5,1.7,307559,2018-11-22,"en-GB",0.103800253113653,0.28806462677564,0.228985061563391,"football | sport | league | club | team | rugby | fixture | premier | result | sky | player | cup | live | golf | match | score | season | soccer | table | england"
47,"['sale', 'used', 'new']",1.4,1.1,206618,2018-11-22,"en-GB",0.130842066672566,0.501358987649015,0.361048253542849,"sale | used | gumtree | dealer | classified | van | ford | site | sell | vehicle | bmw | hand | range | motor | search | new | second | audi | ireland | auto"
48,"['insurance', 'policy', 'cover']",0.6,0.6,110167,2018-11-22,"en-GB",0.0793137519087398,0.375939399383215,0.227282253959699,"insurance | policy | cover | quote | travel | national | compare | claim | life | broker | home | insurer | driver | pet | financial | money | vehicle | need | cost | pay"
49,"['inch', 'convert', 'foot']",1,0.8,144276,2018-11-22,"en-GB",0.152252235434673,0.146185293733316,0.119210737553436,"inch | foot | convert | conversion | centimeter | calculator | meter | unit | table | size | length | millimeter | formula | equal | metric | stone | converter | square | kilogram | smart"
50,"['profile', 'linkedin', 'professional']",1.2,0.7,127587,2018-11-22,"en-GB",0.56136416363777,0.755966282576754,0.630794215451241,"profile | linkedin | professional | view | community | listed | complete | world | named | largest | job | join | exchange | leverage | network | david | hired | working | tweet | idea"
51,"['office', 'microsoft', 'excel']",0.8,1.1,205079,2018-11-22,"en-GB",0.0675614809476624,0.235676966039096,0.110643185298622,"office | microsoft | excel | post | word | powerpoint | document | version | onedrive | onenote | outlook | spreadsheet | presentation | furniture | collaborate | chair | head | home | desk | install"
52,"['iphone', 'apple', 'ipad']",0.6,0.7,125450,2018-11-22,"en-GB",0.118942989394738,0.551737270756431,0.332688814671588,"iphone | apple | ipad | phone | device | case | mobile | mac | app | ipod | screen | itunes | sim | icloud | battery | deal | touch | android | max | compare"
53,"['bank', 'banking', 'account']",0.8,2,356535,2018-11-22,"en-GB",0.0930558905431184,0.457539412809437,0.214177648168044,"bank | banking | account | lloyd | loan | money | barclays | mortgage | plc | financial | branch | online | scotland | credit | saving | hsbc | personal | payment | internet | natwest"
54,"['use', 'water', 'make']",4.3,2.6,477566,2018-11-22,"en-GB",0.00793324546868445,0.104174700914103,0.0292835075793854,"use | water | make | work | energy | design | need | gas | help | way | using | project | easy | product | used | form | oil | learn | tool | create"
55,"['child', 'kid', 'need']",1.4,1,177068,2018-11-22,"en-GB",0.0380731581658939,0.309582689335394,0.14413961875322,"child | young | parent | family | adult | kid | learning | support | age | development | people | childrens | safeguarding | help | activity | early | book | need | abuse | social"
56,"['gcse', 'paper', 'math']",1.3,1.2,212602,2018-11-22,"en-GB",0.102735054631498,0.150880367457721,0.123585496555084,"paper | gcse | math | question | resource | exam | test | aqa | revision | level | teacher | english | edexcel | mark | science | student | worksheet | teaching | language | scheme"
57,"['data', 'excel', 'cell']",1.4,1,187148,2018-11-22,"en-GB",0.0290556260575296,0.144907994923858,0.0520965524534687,"data | excel | table | protection | cell | value | information | column | click | gdpr | chart | function | sheet | sql | computer | personal | database | monthly | server | row"
58,"['gift', 'perfect', 'birthday']",0.7,0.6,115310,2018-11-22,"en-GB",0.112490833537033,0.425177218284038,0.194377902713273,"gift | perfect | idea | birthday | personalised | item | selection | present | shipping | box | world | set | chocolate | unique | largest | voucher | hamper | occasion | wedding | bag"
59,"['business', 'management', 'marketing']",1.2,0.9,155794,2018-11-22,"en-GB",0.00742593728858891,0.223438901213008,0.0532559273768506,"business | management | small | marketing | market | directory | customer | finance | solution | plan | accounting | strategy | software | enterprise | help | local | social | industry | manager | company"
60,"['shoe', 'boot', 'men']",0.9,0.8,146526,2018-11-22,"en-GB",0.127909656602904,0.350583502692283,0.153365878187266,"boot | shoe | nike | size | trainer | men | woman | bag | adidas | leather | ankle | air | heel | footwear | shop | style | sandal | range | marten | wide"
61,"['park', 'parking', 'street']",0.8,1,187662,2018-11-22,"en-GB",0.146674785197213,0.311706470017816,0.185598628870397,"park | parking | street | pay | charge | airport | hour | display | space | garage | map | meter | station | postcode | private | opening | caravan | ride | road | permit"
62,"['bbc', 'radio', 'live']",0.8,1,175889,2018-11-22,"en-GB",0.117483789709381,0.325325372020339,0.204226337640528,"radio | bbc | station | live | listen | iplayer | programme | internet | music | channel | dab | presenter | broadcast | online | stream | audio | broadcasting | bitesize | television | digital"
63,"['centre', 'city', 'manchester']",1.1,0.8,135946,2018-11-22,"en-GB",0.00179827743950532,0.240653689623624,0.0400195602107455,"centre | city | garden | manchester | medical | leisure | shopping | birmingham | glasgow | surgery | town | located | street | road | practice | doctor | community | leeds | edinburgh | facility"
64,"['bus', 'route', 'timetable']",0.6,0.6,102979,2018-11-22,"en-GB",0.165898898685134,0.350559809634217,0.272583056225022,"bus | route | timetable | coach | travel | station | stop | transport | airport | journey | road | map | west | stagecoach | planner | operated | driver | city | arriva | traffic"
65,"['event', 'ticket', 'theatre']",1.3,1.1,206336,2018-11-22,"en-GB",0.105186216498434,0.343571179951271,0.230546467107553,"ticket | event | theatre | tour | date | concert | cinema | festival | venue | book | buy | upcoming | film | art | ticketmaster | arena | hall | entertainment | musical | seating"
66,"['email', 'address', 'mail']",1.1,3.5,639437,2018-11-22,"en-GB",0.0600251035953163,0.46396946302378,0.152426967451297,"email | address | mail | outlook | message | send | contact | yahoo | gmail | inbox | sent | using | receive | hotmail | server | outlookcom | enter | spam | webmail | click"
67,"['light', 'led', 'lighting']",1.1,0.7,134084,2018-11-22,"en-GB",0.0588293454617362,0.298266429371828,0.171165381319623,"light | led | lighting | bulb | lamp | switch | outdoor | ceiling | white | wall | battery | garden | blue | solar | energy | color | colour | candle | fairy | red"
68,"['cell', 'blood', 'cause']",3.2,2.1,374882,2018-11-22,"en-GB",0.0313766103701006,0.0829539764191742,0.0631060226703692,"blood | cell | test | cause | body | pain | symptom | disease | cancer | heart | pressure | treatment | type | muscle | condition | skin | common | diabetes | infection | patient"
69,"['law', 'court', 'act']",1.9,1.3,242932,2018-11-22,"en-GB",0.0122646584185046,0.146207638515331,0.0873490146217419,"law | court | act | legal | solicitor | case | right | state | pension | police | regulation | government | ireland | change | scotland | criminal | united | england | wale | firm"
70,"['definition', 'synonym', 'thesaurus']",2.6,2,364083,2018-11-22,"en-GB",0.384318234399209,0.501342568898673,0.425717029943142,"word | synonym | definition | thesaurus | english | antonym | translation | dictionary | alternative | thesauruscom | descriptive | online | meaning | language | phrase | pronunciation | french | example | collins | letter"
71,"['new', 'year', 'old']",2,1.7,312726,2018-11-22,"en-GB",0.00905682250439256,0.274539460575652,0.0526291955730252,"new | year | old | york | war | world | life | age | series | month | early | born | british | star | city | ago | country | season | look | zealand"
72,"['hair', 'beauty', 'salon']",0.8,0.5,97502,2018-11-22,"en-GB",0.0202226167058485,0.277503238497337,0.125197908170609,"hair | beauty | salon | color | skin | hairstyle | hairdresser | product | makeup | dryer | nail | shampoo | colour | treatment | straightener | extension | brush | styling | hairdressing | natural"
73,"['course', 'training', 'golf']",1.2,1,173453,2018-11-22,"en-GB",0.0445152210947337,0.34603362713873,0.106910599214873,"course | training | learning | golf | skill | college | education | level | qualification | management | career | professional | development | apprenticeship | online | programme | offer | learn | study | aid"
74,"['centre', 'hospital', 'medical']",1,0.7,122708,2018-11-22,"en-GB",0.222993204597207,0.196636365266348,0.144119914654044,"hospital | trust | royal | information | surgery | medical | patient | servicetreatment | official | hour | practice | doctor | foundation | healthcare | dental | general | direction | contact | appointment | ward"
26,"['music', 'radio', 'listen']",1.4,1.7,309954,2018-11-19,"en-GB",0.0394305527614404,0.366152680969906,0.212406660118576,"music | youtube | video | amazon | album | listen | sheet | artist | sound | piano | stream | channel | live | track | record | new | official | band | musical | play"
31,"['delivery', 'buy', 'store']",2.5,3,546912,2018-11-19,"en-GB",0.538470354265682,0.630687295648363,0.608089796743857,"delivery | store | buy | online | order | product | range | price | amazon | shop | book | shopping | low | argo | day | eligible | today | selection | fast | collection"
24,"['delivery', 'buy', 'store']",2.5,2.9,520908,2018-11-20,"en-GB",0.470634769088082,0.532740936741319,0.530367713249134,"delivery | buy | store | online | order | range | product | price | shop | shopping | today | door | selection | low | amazon | argo | available | eligible | collect | home"
0,"['range', 'product', 'buy']",2.5,2,321956,2018-11-23,"en-GB",0.166782410179043,0.456795740638745,0.24036335480575,"range | product | buy | door | wide | price | quality | shop | supply | kitchen | delivery | today | available | tesco | furniture | offer | home | design | garden | direct"
1,"['porn', 'video', 'sex']",2.2,2.5,406883,2018-11-23,"en-GB",0.625133110392886,0.877417004502401,0.777243260410634,"porn | video | sex | xxx | tube | pornhubcom | clip | watch | growing | relevant | high | movie | quality | collection | discover | teen | xhamster | gay | hottest | best"
2,"['online', 'store', 'shopping']",1,1.8,296815,2018-11-23,"en-GB",0.378781459198373,0.605478349292433,0.440916024065757,"online | store | shopping | selection | clothing | great | shop | asda | today | adidas | accessory | grocery | collect | fashion | buy | latest | item | website | cooky | jewellery"
3,"['house', 'price', 'average']",1.3,0.7,120575,2018-11-23,"en-GB",0.365376415407211,0.53111921795297,0.439948832140996,"house | price | average | sold | road | postcode | property | checker | tool | exactly | value | information | rightmove | current | street | data | historic | use | address | area"
4,"['job', 'apply', 'hiring']",1.6,1.4,229078,2018-11-23,"en-GB",0.514651827649581,0.677098223402083,0.554408311210945,"job | apply | hiring | indeedcouk | site | largest | world | totaljobs | career | vacancy | recruitment | salary | latest | search | reedcouk | manager | instant | match | today | assistant"
5,"['black', 'friday', 'deal']",1.2,1.6,259266,2018-11-23,"en-GB",0.379859032854176,0.626437063566044,0.506631343112725,"black | friday | deal | best | offer | sale | cyber | discount | monday | november | bargain | laptop | exclusive | coupon | curry | miss | saving | retailer | big | price"
6,"['new', 'year', 'old']",2.5,2.1,348438,2018-11-23,"en-GB",0.00775388301187364,0.212268617817743,0.0642973347038875,"new | year | old | york | world | war | life | series | event | british | time | star | age | born | date | city | month | state | look | season"
7,"['game', 'play', 'online']",2,2.8,458230,2018-11-23,"en-GB",0.0833010855618241,0.486873459744598,0.329507729281655,"game | play | fun | player | online | unblocked | best | puzzle | nintendo | math | playstation | board | console | multiplayer | gaming | fortnite | cool | playing | kid | flash"
8,"['school', 'primary', 'academy']",1.7,1.3,220120,2018-11-23,"en-GB",0.0750056115396883,0.384845298711118,0.194360107269011,"school | primary | academy | secondary | pupil | college | education | term | welcome | date | high | teacher | parent | catholic | comparison | girl | website | information | independent | church"
9,"['christmas', 'tree', 'festive']",1.6,1.3,215406,2018-11-23,"en-GB",0.299647307177428,0.277262897744825,0.0903099577798373,"christmas | tree | festive | decoration | shipping | santa | perfect | market | item | selection | largest | party | world | jumper | carol | ebay | xmas | craft | december | season"
10,"['company', 'limited', 'registered']",1.9,1.2,196647,2018-11-23,"en-GB",0.409026635802792,0.606768405727274,0.509966168445529,"company | limited | registered | filing | information | house | annual | history | address | officer | return | account | director | contact | office | financial | business | charge | registration | activity"
11,"['code', 'discount', 'voucher']",1.4,3,498990,2018-11-23,"en-GB",0.34032596652866,0.461324275467957,0.431497463408945,"code | discount | voucher | promo | november | coupon | valid | tested | working | saving | verified | area | offer | latest | money | country | vouchercodescouk | spend | checked | instant"
12,"['news', 'latest', 'breaking']",1.7,3.7,606367,2018-11-23,"en-GB",0.173284411668544,0.706566885845412,0.350007871059929,"news | latest | breaking | bbc | story | tweet | headline | update | analysis | world | newspaper | daily | traffic | video | itv | celebrity | result | newsnow | audio | commentary"
13,"['window', 'microsoft', 'update']",1.5,1.9,304652,2018-11-23,"en-GB",0.0507922523460548,0.391107017473603,0.152149827132807,"window | computer | microsoft | update | driver | laptop | app | install | screen | version | software | desktop | setting | device | bit | click | apps | printer | server | program"
14,"['opening', 'map', 'contact']",1.8,1,166722,2018-11-23,"en-GB",0.649524812888216,0.731052874168697,0.715721779592195,"time | opening | map | contact | direction | local | search | hour | yell | photo | road | business | review | video | phone | address | street | driving | location | information"
15,"['weather', 'forecast', 'temperature']",0.7,0.7,118668,2018-11-23,"en-GB",0.386841277556973,0.627569839590541,0.561118577188117,"weather | forecast | day | temperature | wind | rain | hourly | report | cloud | warning | united | kingdom | accuweathercom | minute | precipitation | bbc | access | accurate | pressure | speed"
16,"['phone', 'mobile', 'samsung']",0.7,0.9,153421,2018-11-23,"en-GB",0.175674108437228,0.523282110756741,0.226181501884604,"phone | mobile | sim | broadband | pay | contract | deal | network | best | android | compare | app | device | virgin | huawei | handset | monthly | tesco | vodafone | tablet"
17,"['profile', 'linkedin', 'professional']",1,0.6,93364,2018-11-23,"en-GB",0.57627316390223,0.766192855892819,0.64890038306726,"profile | linkedin | professional | view | community | listed | complete | world | named | largest | job | exchange | join | leverage | network | tweet | hired | david | working | idea"
18,"['definition', 'synonym', 'thesaurus']",2.4,1.8,293425,2018-11-23,"en-GB",0.367443046582795,0.484138048282897,0.408653519211153,"word | synonym | definition | english | thesaurus | translation | dictionary | antonym | alternative | thesauruscom | descriptive | meaning | language | phrase | pronunciation | letter | french | example | collins | online"
19,"['account', 'password', 'login']",1.1,1.7,278629,2018-11-23,"en-GB",0.215740389992243,0.51557623969551,0.326767321464004,"password | account | login | sign | log | username | access | user | enter | click | forgotten | forgot | reset | register | site | portal | manage | create | page | use"
20,"['facebook', 'people', 'connect']",1.4,1.8,303064,2018-11-23,"en-GB",0.473739557165391,0.534877607057311,0.49523865163288,"facebook | people | connect | power | know | join | named | share | view | friend | family | profile | log | tweet | make | page | sharing | young | life | message"
21,"['number', 'phone', 'mobile']",1.2,0.9,146831,2018-11-23,"en-GB",0.0652044445200701,0.331143970460617,0.150317344178053,"number | phone | telephone | calling | called | contact | area | user | report | plate | read | information | customer | digit | rating | searched | received | code | landline | address"
22,"['rate', 'currency', 'exchange']",0.7,0.5,87521,2018-11-23,"en-GB",0.30833459385872,0.394584782937528,0.371562547269702,"rate | pound | exchange | currency | gbp | dollar | convert | british | usd | euro | conversion | sterling | eur | converter | calculator | stone | foreign | chart | live | money"
23,"['ebay', 'shop', 'great']",3,2.7,438954,2018-11-23,"en-GB",0.931214775582264,0.968629048686087,0.963665376519318,"ebay | deal | great | shop | confidence | selection | item | bag | model | set | shipping | kit | vintage | battery | delivery | perfect | world | box | bike | accessory"
24,"['music', 'song', 'lyric']",2.4,2,320967,2018-11-23,"en-GB",0.160337164237823,0.492830656164464,0.28549306503051,"music | song | lyric | album | youtube | listen | artist | love | video | stream | track | official | radio | band | original | play | rock | guitar | hit | piano"
25,"['image', 'stock', 'photo']",1.1,0.9,145474,2018-11-23,"en-GB",0.330445453879405,0.51758370576599,0.373836911129021,"image | photo | stock | vector | million | affordable | picture | royalty | royaltyfree | illustration | collection | search | shutterstock | commercial | cartoon | thousand | attribution | art | high | stunning"
26,"['email', 'address', 'mail']",1,2.8,464696,2018-11-23,"en-GB",0.0665244495992378,0.479361265869975,0.174740591926765,"email | address | mail | outlook | send | message | yahoo | contact | gmail | inbox | sent | receive | hotmail | using | enter | royal | outlookcom | server | spam | webmail"
27,"['centre', 'hospital', 'medical']",1.4,0.9,151184,2018-11-23,"en-GB",0.0769360791052765,0.168408597909683,0.0848663267318365,"centre | hospital | medical | city | surgery | practice | information | garden | doctor | manchester | road | official | hour | servicetreatment | patient | contact | birmingham | council | opening | appointment"
28,"['bank', 'banking', 'account']",0.8,2.2,355539,2018-11-23,"en-GB",0.0820568650783604,0.462136364787199,0.222776413398486,"bank | banking | account | lloyd | barclays | loan | plc | scotland | money | branch | mortgage | financial | hsbc | business | credit | internet | personal | natwest | saving | payment"
29,"['card', 'credit', 'payment']",0.9,0.9,155776,2018-11-23,"en-GB",0.0323683916396557,0.283737565664469,0.10470548787303,"card | credit | payment | debit | greeting | balance | sim | money | graphic | pay | reward | memory | account | birthday | transfer | point | purchase | apply | visa | travel"
30,"['sale', 'used', 'new']",1.4,1.1,178799,2018-11-23,"en-GB",0.15278213054503,0.509473204364797,0.369754124049118,"sale | used | gumtree | classified | dealer | van | ford | site | sell | hand | vehicle | bmw | search | second | motor | new | bike | ireland | audi | auto"
31,"['ticket', 'train', 'trainline']",1.1,1.2,197461,2018-11-23,"en-GB",0.221653414660712,0.296899393675344,0.235105108375994,"ticket | train | trainline | cheap | live | time | rail | station | europe | event | retailer | tour | theatre | independent | travel | leading | buy | date | concert | journey"
32,"['movie', 'watch', 'online']",1.5,1.5,254581,2018-11-23,"en-GB",0.116016185876517,0.502558412739851,0.377861897924553,"movie | watch | film | online | episode | series | cinema | season | streaming | putlocker | trailer | stream | subtitle | netflix | channel | quality | dvd | registration | best | star"
33,"['london', 'street', 'east']",1.3,1.1,172686,2018-11-23,"en-GB",0.0241401443399033,0.194263976079027,0.0694772766410445,"london | street | theatre | city | kingdom | united | station | east | england | west | road | south | borough | bridge | central | king | greater | underground | event | royal"
34,"['flight', 'airport', 'airline']",0.8,0.9,153094,2018-11-23,"en-GB",0.276942587650929,0.529683743295728,0.425427356072816,"flight | airport | cheap | airline | book | compare | airway | price | departure | air | status | arrival | manchester | travel | heathrow | ryanair | cheapest | deal | destination | fly"
35,"['crossword', 'clue', 'answer']",0.4,0.4,68192,2018-11-23,"en-GB",0.542047158239062,0.753441461087638,0.717459452092136,"crossword | clue | answer | puzzle | solver | anagram | synonym | definition | solution | daily | possible | question | seen | time | mirror | able | spotted | quiz | related | crosswordnexuscom"
36,"['iphone', 'apple', 'ipad']",0.6,0.7,122272,2018-11-23,"en-GB",0.0847744360902256,0.588878446115288,0.211152882205514,"iphone | apple | ipad | case | mac | device | ipod | screen | itunes | max | compare | model | battery | deal | app | camera | icloud | buy | touch | watch"
37,"['care', 'home', 'nursing']",1,0.7,108641,2018-11-23,"en-GB",0.108926052790651,0.350554100342535,0.203244005641749,"care | home | nursing | social | residential | carehomecouk | housing | dementia | visit | support | leading | inspection | court | adult | people | house | market | dental | healthcare | lodge"
38,"['samsung', 'galaxy', 'smart']",0.4,0.3,55505,2018-11-23,"en-GB",0.0648589919221503,0.601256554395578,0.192829136945534,"samsung | galaxy | smart | camera | tablet | tab | case | screen | smartphone | note | ultra | android | hdr | feature | display | uenu | compare | edge | led | battery"
39,"['tax', 'income', 'pay']",1,0.8,124133,2018-11-23,"en-GB",0.0902208726758454,0.321804417453517,0.191277401106443,"tax | council | pay | income | hmrc | rate | allowance | pension | benefit | payment | vehicle | credit | calculator | band | vat | year | salary | claim | april | housing"
40,"['file', 'open', 'pdf']",1.1,1.1,188387,2018-11-23,"en-GB",0.0801077902988731,0.3248784532469,0.146270681792485,"file | open | pdf | folder | format | document | click | program | convert | text | excel | extension | drive | select | computer | data | want | using | software | learn"
41,"['dog', 'pet', 'puppy']",0.9,0.7,111591,2018-11-23,"en-GB",0.0884858113773776,0.358510966944702,0.21291760448387,"dog | pet | puppy | cat | animal | breed | rescue | rehome | rehoming | sell | kennel | petshomes | terrier | training | grooming | bed | advertise | forever | owner | vet"
42,"['google', 'map', 'chrome']",0.8,2.5,405755,2018-11-23,"en-GB",0.0932790878188485,0.319022510104119,0.179920237681004,"google | map | chrome | search | web | android | gmail | webpage | browser | world | image | apps | app | feature | exactly | view | play | help | special | driving"
43,"['child', 'kid', 'need']",1.3,1,169977,2018-11-23,"en-GB",0.0563102409638554,0.317620481927711,0.127228915662651,"child | young | family | parent | kid | adult | age | learning | support | people | childrens | safeguarding | help | development | year | activity | early | need | abuse | book"
44,"['university', 'student', 'course']",1.4,1.3,205858,2018-11-23,"en-GB",0.0822220322562261,0.41579757223457,0.212130278680116,"university | student | course | college | education | study | degree | training | research | learning | campus | library | staff | ranking | fee | undergraduate | academic | postgraduate | accommodation | science"
45,"['health', 'mental', 'safety']",1.3,0.8,129810,2018-11-23,"en-GB",0.0435891381345927,0.348177882723337,0.197355371900826,"health | mental | safety | social | care | wellbeing | people | public | act | healthcare | work | patient | assessment | information | risk | national | training | hospital | problem | practice"
46,"['gcse', 'paper', 'math']",1.2,1.1,187379,2018-11-23,"en-GB",0.0938250718998478,0.125714769074607,0.111081035357807,"math | paper | gcse | resource | exam | question | level | teacher | revision | aqa | learning | english | teaching | science | student | worksheet | language | edexcel | mark | skill"
47,"['food', 'recipe', 'cake']",2.1,1.6,267060,2018-11-23,"en-GB",0.0639647223125634,0.183581718352433,0.111122802318685,"food | recipe | cake | chicken | make | chocolate | delicious | healthy | dish | easy | drink | good | meal | eat | takeaway | diet | cook | pizza | menu | cooking"
